"pol"	"place"	"time1"	"time2"	"Polity.Population"	"Polity.territory"	"Population.of.the.largest.settlement"	"scale.of.supracultural.interaction"	"Administrative.levels"	"Military.levels"	"Religious.levels"	"Settlement.hierarchy"	"Languages"	"Degree.of.centralization"	"Suprapolity.relations"	"Articles"	"Atlatl"	"Battle.axes"	"Breastplates"	"Bridges"	"Bronze"	"Calendar"	"Camels"	"Canals"	"Complex.fortifications"	"Composite.bow"	"Constraint.on.executive.by.government"	"Constraint.on.executive.by.nongovernment"	"Copper"	"Couriers"	"Courts"	"Crossbow"	"Daggers"	"Ditch"	"Dogs"	"Donkeys"	"drinking.water.supply.systems"	"Earth.ramparts"	"Elephants"	"elite.status.is.hereditary"	"Examination.system"	"Fiction"	"food.storage.sites"	"Foreign.coins"	"Formal.legal.code"	"Fortified.camps"	"Fulltime.bureaucrats"	"General.postal.service"	"Gunpowder.siege.artillery"	"Handheld.firearms"	"Helmets"	"History"	"Horses"	"Chainmail"	"Ideological.reinforcement.of.equality"	"Ideological.thought.equates.elites.and.commoners"	"Ideological.thought.equates.rulers.and.commoners"	"Ideology.reinforces.prosociality"	"Impeachment"	"Indigenous.coins"	"Iron"	"irrigation.systems"	"Javelins"	"Judges"	"Laminar.armor"	"Leather.cloth"	"Limb.protection"	"Lists.tables.and.classifications"	"Long.walls"	"markets"	"Merchant.ships.pressed.into.service"	"Merit.promotion"	"Mines.or.quarries"	"Mnemonic.devices"	"Moat"	"Modern.fortifications"	"Moral.concern.is.primary"	"Moralizing.enforcement.in.afterlife"	"Moralizing.enforcement.in.this.life"	"Moralizing.enforcement.is.agentic"	"Moralizing.enforcement.is.certain"	"Moralizing.enforcement.is.targeted"	"Moralizing.enforcement.of.rulers"	"Moralizing.norms.are.broad"	"Moralizing.religion.adopted.by.commoners"	"Moralizing.religion.adopted.by.elites"	"Nonphonetic.writing"	"Nonwritten.records"	"Paper.currency"	"Philosophy"	"Phonetic.alphabetic.writing"	"Plate.armor"	"Polearms"	"Ports"	"Postal.stations"	"Practical.literature"	"Precious.metals"	"production.of.public.goods"	"Professional.Lawyers"	"Professional.military.officers"	"Professional.priesthood"	"Professional.soldiers"	"Religious.literature"	"Roads"	"Rulers.are.gods"	"Rulers.are.legitimated.by.gods"	"Sacred.Texts"	"Scaled.armor"	"Scientific.literature"	"Script"	"Self.bow"	"Settlements.in.a.defensive.position"	"Shields"	"Slings"	"Small.vessels.canoes.etc"	"Spears"	"Specialized.government.buildings"	"Specialized.military.vessels"	"Steel"	"Stone.walls.mortared"	"Stone.walls.nonmortared"	"Swords"	"Tension.siege.engines"	"Tokens"	"War.clubs"	"Wood.bark.etc"	"Wooden.palisades"	"Written.records"
"Susiana -2250 -2113"	"Susiana"	-2250	-2113	14965144.9772727	725000	30000	6576506.57777778	5	5.5	4	4.5	2	5	1	1	0	1	0	0.808118081180812	1	1	0	1	0.511182108626198	1	0.46031746031746	0.513274336283186	1	1	1	0	1	0.756183745583039	0.195876288659794	1	0.673151750972763	0.819571865443425	0	1	0	1	1	0	1	1	1	0.222222222222222	0	0	1	1	0.725888324873096	0	0	0.507299270072993	0	0.962616822429907	0	0	0	1	1	0	0	1	0	1	0	1	0.311004784688995	0.346774193548387	1	1	0.696428571428571	0	0	0	1	1	0	1	0.807121661721068	1	0.756923076923077	1	0	1	0	0.583333333333333	0.592991913746631	0	1	1	1	1	1	0.945054945054945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0.596774193548387	0.5	1	0	0.62	1	0.78030303030303	0.785992217898833	1
"Susiana -2675 -2251"	"Susiana"	-2675	-2251	14965144.9772727	250000	5750	6576506.57777778	4	4.5	2.5	3	2	4	2	1	0	1	0	1	1	1	0	1	0.511182108626198	1	0.46031746031746	0.513274336283186	1	1	0	0	1	0.756183745583039	1	1	0.673151750972763	0.819571865443425	0	1	0.177606177606178	0.621776504297994	0.818481848184819	0.530864197530864	1	0.595141700404858	1	0.222222222222222	0	0	1	0.622093023255814	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	0	1	0.743827160493827	0	0	0.888888888888889	0	1	0	1	0.311004784688995	0.346774193548387	1	1	0.696428571428571	0	0	0	1	1	0	0	1	0.702064896755162	0	0.816860465116279	0.21969696969697	1	0.075	0.583333333333333	0.592991913746631	0	0	0.711038961038961	1	1	1	0.945054945054945	0	0.687878787878788	1	1	1	1	0.339483394833948	0.892857142857143	0.658045977011494	1	1	1	1	1	0.876436781609195	1	1	1	1	0.516819571865443	0	0	0	1	0	0.62	1	0.78030303030303	0.785992217898833	1
"Susiana -3100 -2676"	"Susiana"	-3100	-2676	14965144.9772727	1720265.20347003	6250	6576506.57777778	4	2.5	2.5	2.5	2	5	1.13576158940397	1	0	1	0	0.808118081180812	1	1	0	0	0	1	0.46031746031746	0.513274336283186	1	1	0	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	1	0.177606177606178	0.621776504297994	0.818481848184819	0.530864197530864	0.692771084337349	0.595141700404858	1	0.222222222222222	0	0	0	0.622093023255814	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	0	1	0.743827160493827	0	0	0.888888888888889	0	1	0	0.817034700315457	0	0.346774193548387	0.900709219858156	1	0.696428571428571	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	1	0.075	0.583333333333333	0.592991913746631	0	0	0.711038961038961	0.548262548262548	1	1	0.945054945054945	0	0.687878787878788	0.784090909090909	1	1	1	0.339483394833948	0.892857142857143	0.658045977011494	0	1	1	1	1	0.876436781609195	1	0.774744027303754	1	1	0	0	0	0	1	0	0.62	1	0.78030303030303	0.785992217898833	1
"Susiana -312 -144"	"Susiana"	-312	-144	1.6e+07	1387500	75000	4750000	5.5	5	4	6	1	5	2	1	0	1	1	0.808118081180812	1	1	1	1	1	1	0	1	1	1	0.533557046979866	0	1	1	0	1	1	1	1	1	0.177606177606178	1	1	1	1	1	1	0.222222222222222	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0.340350877192982	1	1	1	0	1	0.311004784688995	0.346774193548387	1	0.793893129770992	1	0	0.589970501474926	1	1	1	0.61875	1	1	1	1	1	0	0.94758064516129	0.075	1	1	1	0.543478260869565	1	1	0.636619718309859	0.80078125	1	0.398550724637681	1	1	1	0.672	1	1	1	1	1	1	1	1	1	1	1	0.774744027303754	1	1	1	1	1	0.5	1	1	0.62	0.757763975155279	1	1	1
"Susiana -3800 -3101"	"Susiana"	-3800	-3101	15950	1720265.20347003	2625	6576506.57777778	3.5	2.5	2.5	3	1	5	1.13576158940397	1	0	1	0	0.808118081180812	0	1	0	0	0	0.619302949061662	0.46031746031746	0.513274336283186	1	1	0.533557046979866	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	1	0.177606177606178	0.621776504297994	1	0.530864197530864	0.692771084337349	0.595141700404858	1	0	0	0	0	0.622093023255814	0	0	0	0	0	0.962616822429907	0.103448275862069	0.536388140161725	0	1	0.743827160493827	0.589171974522293	0	0.888888888888889	0	1	0	0.817034700315457	0	0.346774193548387	0.900709219858156	1	0.696428571428571	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	1	0.075	0.583333333333333	0.592991913746631	0	0	0.711038961038961	1	1	1	0.945054945054945	0	0.687878787878788	1	1	1	1	0.339483394833948	1	0.658045977011494	0	1	1	1	1	0.876436781609195	1	0.774744027303754	0.91820580474934	0.730659025787966	0	0	0	0	0	0	0.62	1	0.78030303030303	0.785992217898833	1
"Susiana -4300 -3801"	"Susiana"	-4300	-3801	6400	1	875	6576506.57777778	1.5	1.5	1.5	2.5	1	0	1.13576158940397	1	0	1	0.688311688311688	0.808118081180812	0	0	0	0.675373134328358	0	0	0.46031746031746	0.513274336283186	1	0.775438596491228	0	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	1	0	0	1	0.530864197530864	0	0.595141700404858	0.721264367816092	0.222222222222222	0	0	0	0	0	0	0	0	0	0.962616822429907	0.103448275862069	0.536388140161725	0	1	0.743827160493827	0	0	0.888888888888889	0.694704049844237	0	0	0.817034700315457	0	0	0.900709219858156	0.793893129770992	0.696428571428571	0	0	0	0	0	0	0	0	0	0	0	0	1	0.075	0	0	0	0	0.711038961038961	0.548262548262548	0	1	0.945054945054945	0	0	1	0	0	0	0.339483394833948	1	0	0	0	0	1	1	0.876436781609195	1	0.774744027303754	0.91820580474934	0.730659025787966	0	0	0	0	0	0	0.62	1	0.78030303030303	0.785992217898833	0
"Susiana -4700 -4301"	"Susiana"	-4700	-4301	14965144.9772727	1720265.20347003	1875	6576506.57777778	1.5	1.5	2.98680351906158	2	1	0	1.13576158940397	1	0	0	0.688311688311688	0.808118081180812	0	0	0	0.675373134328358	0	0	0.46031746031746	0.513274336283186	1	0.775438596491228	0	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	0.9375	0	0	1	0.530864197530864	0	0.595141700404858	0	0.222222222222222	0	0	0	0	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	0	1	0.743827160493827	0	0	0.888888888888889	0.694704049844237	0	0	0.817034700315457	0	0	0.900709219858156	0.793893129770992	0.696428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0.94758064516129	0.075	0	0	0	0	0.711038961038961	0.548262548262548	0	1	0.945054945054945	0	0	1	0	0	0	0.339483394833948	0.892857142857143	0	0	0	0	1	1	0.876436781609195	1	0.774744027303754	0.91820580474934	0	0	0	0	0	0	0	0.62	0.757763975155279	0.78030303030303	0.785992217898833	0
"Susiana -5100 -4701"	"Susiana"	-5100	-4701	14965144.9772727	1720265.20347003	1875	6576506.57777778	1.5	1	1	2	1	0	1.13576158940397	1	0	0	0.688311688311688	0.808118081180812	0	0	0	0.675373134328358	0	0	0.46031746031746	0.513274336283186	1	0.775438596491228	0	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	0.9375	0	0	1	0.530864197530864	0	0.595141700404858	0	0.222222222222222	0	0	0	0	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	0	1	0.743827160493827	0	0	0.888888888888889	0.694704049844237	0	0	0.817034700315457	0	0	0.900709219858156	0.793893129770992	0.696428571428571	0	0	0	0	0	0	0	0	0	0	0	0	1	0.075	0	0	0	0	0.711038961038961	0.548262548262548	0	1	0.945054945054945	0	0	1	0	0	0	0.339483394833948	0.892857142857143	0	0	0	0	1	1	0.876436781609195	1	0.774744027303754	0.91820580474934	0	0	0	0	0	0	0	0.62	0.757763975155279	0.78030303030303	0.785992217898833	0
"Susiana -539 -331"	"Susiana"	-539	-331	2.6e+07	4e+06	2e+05	2750000	7	7	4	5.5	5	5	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0.195876288659794	1	1	1	1	1	1	1	1	1	1	1	1	0.222222222222222	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	0.62	0.757763975155279	1	1	1
"Susiana -5700 -5101"	"Susiana"	-5700	-5101	14965144.9772727	1720265.20347003	437.5	6576506.57777778	1	1	1	1.5	1	0	1.13576158940397	1	0	0	0.688311688311688	0.808118081180812	0	0	0	0.675373134328358	0	0	0.46031746031746	0.513274336283186	1	0.775438596491228	0	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	0.9375	0	0	1	0.530864197530864	0	0.595141700404858	0	0	0	0	0	0	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	0	1	0.743827160493827	0	0	0.888888888888889	0.694704049844237	0	0	0.817034700315457	0	0	0.900709219858156	0.793893129770992	0.696428571428571	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0	0.94758064516129	0.075	0	0	0	0	0.711038961038961	0	0	1	0.945054945054945	0	0	1	0	0	0	0.339483394833948	0.892857142857143	0	0	0	0	1	1	0.876436781609195	1	0.774744027303754	0.91820580474934	0	0	0	0	0	0	0	0.62	0.757763975155279	0.78030303030303	0.785992217898833	0
"Susiana -6000 -5701"	"Susiana"	-6000	-5701	14965144.9772727	1720265.20347003	437.5	6576506.57777778	1	1	1	1	1	3.14438502673797	1.13576158940397	0.972049689440994	0	0	0.688311688311688	0.808118081180812	0	0	0	0.675373134328358	0	0	0.46031746031746	0.513274336283186	1	0.775438596491228	0	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	0.9375	0	0	1	0	0	0.595141700404858	0	0.222222222222222	0	0	0	0	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0	0	1	0.743827160493827	0	0	0.888888888888889	0.694704049844237	0	0	0.817034700315457	0	0	0.900709219858156	0.793893129770992	0.696428571428571	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0	0.94758064516129	0	0	0	0	0	0.711038961038961	0.548262548262548	0	0.80078125	0.945054945054945	0	0	0	0	0	0.80952380952381	0.339483394833948	0.892857142857143	0	0	0	0	1	1	0.876436781609195	1	0.774744027303754	0.91820580474934	0	0	0	0	0	0	0	0.62	0.757763975155279	0.78030303030303	0.785992217898833	0
"Susiana -612 -540"	"Susiana"	-612	-540	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	4.56515957446809	5.03362573099415	2.98680351906158	3.77218225419664	1	4	1.13576158940397	1	0	1	0.688311688311688	1	0.742268041237113	0.714285714285714	0.404432132963989	0.675373134328358	0.511182108626198	1	1	0.513274336283186	0.78021978021978	0.775438596491228	0.533557046979866	0	0.887096774193548	0.756183745583039	0.195876288659794	1	0.673151750972763	1	0.258160237388724	1	0.177606177606178	0.621776504297994	0.818481848184819	0	0.692771084337349	0.595141700404858	1	0.222222222222222	0	0	1	0.622093023255814	1	0	0	0	0	1	0	0	1	0.804407713498623	1	0.589171974522293	0	1	0.694704049844237	1	0	1	0.311004784688995	0.346774193548387	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0.583333333333333	1	0	0.543478260869565	0.711038961038961	0.548262548262548	1	0.80078125	1	0.398550724637681	0.687878787878788	1	0.725075528700906	0.672	1	0	1	0.658045977011494	0.511254019292605	0.632047477744807	1	1	1	0.876436781609195	1	1	1	1	0.516819571865443	0	1	0.5	1	0	0.62	0.757763975155279	1	0.785992217898833	1
"Susiana -7000 -6001"	"Susiana"	-7000	-6001	14965144.9772727	1720265.20347003	437.5	6576506.57777778	1	1	1	1	1	0	0	1	0	0	0.688311688311688	0.808118081180812	0	0	0	0.675373134328358	0	0	0.46031746031746	0.513274336283186	0	0.775438596491228	0	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	0	0	0	1	0	0	0.595141700404858	0	0.222222222222222	0	0	0	0	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0	0	0	0.743827160493827	0	0	0.888888888888889	0.694704049844237	0	0	0	0	0	0.900709219858156	0.793893129770992	0.696428571428571	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0	0.94758064516129	0	0	0	0	0	0.711038961038961	0.548262548262548	0	0.80078125	0.945054945054945	0	0	0	0	0	0	0.339483394833948	0.892857142857143	0	0	0	0	1	1	0.876436781609195	1	0.774744027303754	0.91820580474934	0	0	0	0	0	0	0	0.62	0.757763975155279	0.78030303030303	0.785992217898833	0
"Susiana -7200 -7001"	"Susiana"	-7200	-7001	14965144.9772727	1720265.20347003	375	6576506.57777778	1	1	0	1	1	0	0	0.972049689440994	0	0	0.688311688311688	0.808118081180812	0	0	0	0.675373134328358	0	0	0.46031746031746	0.513274336283186	0	0	0	0	1	0.756183745583039	1	0.629139072847682	0.673151750972763	0.819571865443425	0	0.9375	0	0	1	0.530864197530864	0	0.595141700404858	0	0	0	0	0	0	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	0	0	0.743827160493827	0	0	0.888888888888889	0.694704049844237	0	0	0.817034700315457	0	0	0.900709219858156	0.793893129770992	0.696428571428571	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0	0.94758064516129	0.075	0	0	0	0	0.711038961038961	0	0	0.80078125	0.945054945054945	0	0.687878787878788	0	0.725075528700906	0	0	0.339483394833948	0.892857142857143	0	0	0	0	1	1	0.876436781609195	0.665584415584416	0.774744027303754	0.91820580474934	0	0	0	0	0	0	0	0.62	0.757763975155279	0.78030303030303	0.785992217898833	0
"Susiana -743 -647"	"Susiana"	-743	-647	14965144.9772727	320000	170408.662280702	6576506.57777778	4	4	2.98680351906158	4	2	5	4	1	0	1	0.688311688311688	1	1	0.714285714285714	0.404432132963989	0.675373134328358	0.511182108626198	1	1	0.513274336283186	1	1	0.533557046979866	0	1	0.756183745583039	0.195876288659794	1	0.673151750972763	1	0.258160237388724	1	0	0.621776504297994	0.818481848184819	0	1	0.595141700404858	1	0.222222222222222	0	0	1	0.622093023255814	1	0	0	0	0	1	0	0	1	1	1	0.589171974522293	0	1	0.694704049844237	1	0	1	0.311004784688995	0	0.900709219858156	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0.583333333333333	1	0	1	0.711038961038961	0.548262548262548	0.636619718309859	0.80078125	1	0.398550724637681	1	1	1	0.672	1	0	1	0.658045977011494	0.511254019292605	0.632047477744807	1	1	1	0.876436781609195	1	1	1	1	0.516819571865443	0	1	0.5	1	0	0.62	1	1	0.785992217898833	1
"Susiana -7800 -7201"	"Susiana"	-7800	-7201	14965144.9772727	1720265.20347003	375	6576506.57777778	1	1	0	1	1	0	0	0.972049689440994	0	0	0.688311688311688	0.808118081180812	0	0	0	0.675373134328358	0	0	0.46031746031746	0.513274336283186	0	0	0	0	1	0.756183745583039	0.195876288659794	0.629139072847682	0	0.819571865443425	0	0.9375	0	0	1	0.530864197530864	0	0.595141700404858	0	0	0	0	0	0	0	0	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	0	0	0.743827160493827	0	0	0.888888888888889	0.694704049844237	0	0	0.817034700315457	0	0.346774193548387	0.900709219858156	0.793893129770992	0.696428571428571	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0	0.94758064516129	0.075	0	0	0	0	0.711038961038961	0	0	0.80078125	0.945054945054945	0	0	0	0	0	0	0.339483394833948	0.892857142857143	0	0	0	0	1	0.876876876876877	0.876436781609195	0.665584415584416	0.774744027303754	0.91820580474934	0	0	0	0	0	0	0	0.62	0.757763975155279	0.78030303030303	0.785992217898833	0
"Susiana -900 -744"	"Susiana"	-900	-744	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	4	4	2.98680351906158	4	1	4	1.13576158940397	1	0	1	0.688311688311688	0.808118081180812	1	0.714285714285714	0.404432132963989	0.675373134328358	0.511182108626198	1	0	0.513274336283186	1	1	0.533557046979866	0	1	0.756183745583039	0.195876288659794	1	0.673151750972763	1	0.258160237388724	1	0.177606177606178	0.621776504297994	0.818481848184819	0	0.692771084337349	0.595141700404858	0.721264367816092	0.222222222222222	0	0	1	0.622093023255814	1	0	0	0	0	1	0.103448275862069	0	1	1	1	0.589171974522293	0	1	0.694704049844237	0.692957746478873	0	0.817034700315457	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	0.696428571428571	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0.583333333333333	1	0	1	0.711038961038961	0.548262548262548	0.636619718309859	0.80078125	1	0.398550724637681	1	1	0.725075528700906	0.672	1	0	1	0.658045977011494	0.511254019292605	0.632047477744807	0.768079800498753	1	1	0.876436781609195	1	1	1	0.730659025787966	0.516819571865443	0	0.596774193548387	0.5	1	0	0.62	1	1	0.785992217898833	0.746898263027295
"Susiana 1056 1190"	"Susiana"	1056	1190	12100000	4250000	750000	3250000	5	6	3.5	4	3	4	2	1	0	1	1	1	0.742268041237113	1	1	1	1	1	1	0	0.78021978021978	1	1	1	1	0.756183745583039	0	0.629139072847682	1	0.819571865443425	0	1	0	1	1	1	1	1	1	0.222222222222222	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0.311004784688995	0	0.900709219858156	0.793893129770992	0.696428571428571	0	1	1	1	1	1	1	1	1	1	1	0	0.94758064516129	0	1	1	0.40406976744186	0.543478260869565	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0.665584415584416	1	1	1	1	1	1	0	1	1	0.62	1	1	0.785992217898833	1
"Susiana 1191 1207"	"Susiana"	1191	1207	3900000	750000	1e+06	3500000	5	5.5	2	4.5	1	5	1	1	0	1	1	1	0	1	1	1	0.511182108626198	1	0.46031746031746	0.513274336283186	0	0.775438596491228	1	1	1	1	0	0.629139072847682	0.673151750972763	1	0	1	0.177606177606178	1	0.818481848184819	0.530864197530864	1	0.595141700404858	0.721264367816092	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0.817034700315457	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0.548262548262548	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0.876876876876877	1	0.665584415584416	0.774744027303754	0.91820580474934	1	1	1	1	0	1	1	0.62	1	1	1	1
"Susiana 1263 1335"	"Susiana"	1263	1335	5250000	3800000	150000	2.5e+07	6	6	3	4.5	3	5	2	1	0	1	0.688311688311688	1	1	1	1	1	0.511182108626198	1	0.46031746031746	0.513274336283186	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0.818481848184819	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0.311004784688995	0	0.900709219858156	0.793893129770992	1	0	1	1	1	1	1	1	1	1	1	1	0	0.94758064516129	1	1	1	0.40406976744186	1	1	1	1	1	1	0.398550724637681	1	1	1	1	1	0	1	1	1	1	1	0	0.876876876876877	1	0	0.774744027303754	1	1	1	1	1	0	1	0.448680351906158	0.62	1	1	1	1
"Susiana 1394 1470"	"Susiana"	1394	1470	4.9e+07	5500000	150000	8500000	6	6.5	2	6	2	5	1	0.972049689440994	0	1	1	1	1	1	1	1	1	1	0.46031746031746	0.513274336283186	1	1	1	1	1	1	0.195876288659794	1	1	1	1	1	0	1	0.818481848184819	1	0.692771084337349	0.595141700404858	1	0.222222222222222	0	0	1	1	1	1	1	1	1	1	0.103448275862069	1	1	1	0	1	1	1	1	1	0	1	0	0	0.900709219858156	0.793893129770992	1	0	1	1	1	1	1	1	1	1	1	1	0	0.94758064516129	0.075	1	1	1	0.543478260869565	0.711038961038961	1	1	0.80078125	1	0.398550724637681	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0.5	1	1	0.62	1	1	0.785992217898833	1
"Susiana 1471 1504"	"Susiana"	1471	1504	14965144.9772727	1800000	170408.662280702	6576506.57777778	3	6	2	4	1	4	1	0.972049689440994	0	1	1	1	0.742268041237113	1	1	1	0.511182108626198	1	0.46031746031746	0.513274336283186	0.78021978021978	1	0.533557046979866	0	1	0.756183745583039	0.195876288659794	1	0.673151750972763	0.819571865443425	0	1	0	1	0.818481848184819	1	1	0.595141700404858	1	0.222222222222222	1	1	1	1	1	1	1	1	0	1	0.103448275862069	1	1	0.804407713498623	1	0.589171974522293	0.340350877192982	1	0.694704049844237	1	0	1	0.311004784688995	0	0.900709219858156	0.793893129770992	1	0.0508905852417303	1	1	1	1	1	1	1	1	1	1	0	0.94758064516129	0.075	1	1	1	1	0.711038961038961	1	1	0.80078125	1	0.398550724637681	1	0.784090909090909	1	1	1	0	1	1	0.511254019292605	1	1	0.791907514450867	1	1	0	1	1	1	1	1	1	0.5	1	1	0.62	1	0.78030303030303	0.785992217898833	1
"Susiana 1505 1722"	"Susiana"	1505	1722	9e+06	2700000	2e+05	2700000	6	6.5	5.5	4.5	3	5	1	1	0	1	1	1	0.742268041237113	1	1	1	1	1	0.46031746031746	0.513274336283186	0.78021978021978	1	1	1	1	1	0	0.629139072847682	1	1	0	1	0	1	1	1	1	0.595141700404858	1	0	1	1	1	1	1	1	1	1	0	1	0.103448275862069	1	1	1	1	1	0.340350877192982	1	1	1	0	1	1	0	1	0.793893129770992	1	0.0508905852417303	1	1	1	1	1	1	1	1	1	1	0	1	0.075	1	1	1	0.543478260869565	1	0	1	0.80078125	1	1	1	1	1	1	1	1	1	1	0.511254019292605	1	1	0	1	1	0	0.774744027303754	1	1	0	1	1	0	1	1	0.62	1	1	0.785992217898833	1
"Susiana 1794 1925"	"Susiana"	1794	1925	8e+06	1600000	140000	6576506.57777778	4	4	2.98680351906158	5	1	5	1.13576158940397	0.972049689440994	0	1	1	1	0.742268041237113	1	1	0.675373134328358	1	1	0.46031746031746	0.513274336283186	0.78021978021978	0.775438596491228	0.533557046979866	0.375706214689266	1	1	0.195876288659794	1	1	0.819571865443425	0.258160237388724	1	0	1	1	0.530864197530864	1	0.595141700404858	1	1	1	1	1	1	1	1	1	1	1	1	0.103448275862069	1	1	0.804407713498623	0.743827160493827	1	0.340350877192982	1	1	1	0	1	0.311004784688995	0	0.900709219858156	0.793893129770992	0.696428571428571	1	1	1	1	1	1	1	1	1	1	1	0.21969696969697	0.94758064516129	0.075	1	0.592991913746631	1	0.543478260869565	0.711038961038961	0.548262548262548	1	0.80078125	1	0	1	1	1	1	1	0	1	1	0.511254019292605	1	1	0.791907514450867	0.876876876876877	0.876436781609195	0.665584415584416	0.774744027303754	1	1	1	1	1	0.5	1	0.448680351906158	0.62	1	0.78030303030303	0.785992217898833	1
"Susiana 220 498"	"Susiana"	220	498	5e+06	2900000	1e+05	3250000	6	8	4.5	5.5	1	5	1	0.972049689440994	0	1	1	1	1	0.714285714285714	1	1	1	1	1	1	1	1	1	1	0.887096774193548	1	0.195876288659794	0.629139072847682	1	1	1	1	0	1	1	1	1	0.595141700404858	1	0.222222222222222	0	0	1	1	1	1	1	1	1	0.962616822429907	0.103448275862069	1	1	1	1	1	1	1	1	0.692957746478873	0	1	0.311004784688995	0	0.900709219858156	0.793893129770992	1	0	1	1	1	1	1	1	1	1	1	1	0	0.94758064516129	0	1	0.592991913746631	0.40406976744186	0.543478260869565	1	1	1	0.80078125	1	0	0	1	0	1	1	1	1	0.658045977011494	1	1	1	0	0.876876876876877	1	1	0.774744027303754	1	1	1	1	0.596774193548387	0.5	1	1	0.62	1	0.78030303030303	0.785992217898833	1
